filename,prompt,negative_prompt
"pairs/charge_charge.png","Stampede Horde, wide landscape scene depicting tusked beasts and trampling cavalry interacting with tusked beasts and trampling cavalry, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette amber dust balanced against amber dust, mood: forward motion, dust trails crossed with forward motion, dust trails, evokes: When two of your charges collide with the enemy, the impact cascades — victims slam into each other like stones in an avalanche., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/hitrun_tidal_warfare.png","Coastal Raid, wide landscape scene depicting darting arrows and feathered wind-marks interacting with cresting waves and prow-ships, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette silver-grey balanced against deep cyan, mood: flickering speed crossed with crashing surf, salt spray, evokes: Your raiders strike from the sea and vanish back into it. No army can chase you where the waves take your ships., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/hitrun_nature_healing.png","Healing Retreat, wide landscape scene depicting darting arrows and feathered wind-marks interacting with leafing branches and resting deer, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette silver-grey balanced against leaf green, mood: flickering speed crossed with soft luminance, restorative, evokes: Every wound your skirmishers inflict feeds their own vitality. Strike and withdraw, stronger than before — war as sustenance., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/hitrun_river_stealth.png","Shadow Step, wide landscape scene depicting darting arrows and feathered wind-marks interacting with reeds, mist on still water, half-submerged eyes, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette silver-grey balanced against violet shadow, mood: flickering speed crossed with hidden, glassy water, evokes: Your shadow fighters attack and dissolve into darkness in the same breath. They cannot be caught because they are never where they appear to be., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/camel_adaptation_hitrun.png","Desert Ghost, wide landscape scene depicting darting arrows and feathered wind-marks interacting with sun-bleached camels and dune ridges, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette silver-grey balanced against ochre gold, mood: flickering speed crossed with dry shimmer, baked sand, evokes: Your desert raiders pass through terrain no army should survive. They vanish into the wastes and reappear where you least expect, refreshed and hidden once more., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/hitrun_slaving.png","Raid Retreat, wide landscape scene depicting darting arrows and feathered wind-marks interacting with iron chains and tally markings, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette silver-grey balanced against rust red, mood: flickering speed crossed with cruel order, branded marks, evokes: Your raiders don't just wound — they take. A swift strike, a bound captive, and then gone before the enemy can count their missing., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/heavy_hitter_hitrun.png","Heavy Skirmish, wide landscape scene depicting darting arrows and feathered wind-marks interacting with mauls, anvils, broken stone, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette silver-grey balanced against cold slate, mood: flickering speed crossed with crushing weight, evokes: Your heavy skirmishers punish anyone foolish enough to let them retreat. The disengage is just another attack — full force, no mercy., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/hitrun_hitrun.png","Swarm Tactics, wide landscape scene depicting darting arrows and feathered wind-marks interacting with darting arrows and feathered wind-marks, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette silver-grey balanced against silver-grey, mood: flickering speed crossed with flickering speed, evokes: Your swarm tactics overwhelm any single target. The first strike opens the gap; each subsequent hit drives deeper, ignoring whatever defense remains., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/nature_healing_tidal_warfare.png","Tidal Restoration, wide landscape scene depicting cresting waves and prow-ships interacting with leafing branches and resting deer, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette deep cyan balanced against leaf green, mood: crashing surf, salt spray crossed with soft luminance, restorative, evokes: Your sea-priests call upon the tide to cleanse and restore. Poison, stun, weariness — all wash away in the healing waters., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/river_stealth_tidal_warfare.png","Silent Landing, wide landscape scene depicting cresting waves and prow-ships interacting with reeds, mist on still water, half-submerged eyes, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette deep cyan balanced against violet shadow, mood: crashing surf, salt spray crossed with hidden, glassy water, evokes: Your forces arrive from the sea in total silence, landing unseen and striking with devastating surprise. Even the troops you transport move like ghosts., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/camel_adaptation_tidal_warfare.png","Shoreline Nomads, wide landscape scene depicting cresting waves and prow-ships interacting with sun-bleached camels and dune ridges, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette deep cyan balanced against ochre gold, mood: crashing surf, salt spray crossed with dry shimmer, baked sand, evokes: Your riders move between sea and sand as if they were one terrain. Coast, desert, shallows — all are home, all are conquered with equal speed., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/slaving_tidal_warfare.png","Naval Slave Raid, wide landscape scene depicting cresting waves and prow-ships interacting with iron chains and tally markings, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette deep cyan balanced against rust red, mood: crashing surf, salt spray crossed with cruel order, branded marks, evokes: Your slave ships pluck prisoners from the shore without ever docking. The sea delivers your captives, and every one is worth double in your cities., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/heavy_hitter_tidal_warfare.png","Ironclad Tide, wide landscape scene depicting cresting waves and prow-ships interacting with mauls, anvils, broken stone, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette deep cyan balanced against cold slate, mood: crashing surf, salt spray crossed with crushing weight, evokes: Your heavy fleet turns the coast into a killing ground. Ramming, bombardment, coastal assault — your iron-clad ships know no mercy near shore., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/tidal_warfare_tidal_warfare.png","Armada, wide landscape scene depicting cresting waves and prow-ships interacting with cresting waves and prow-ships, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette deep cyan balanced against deep cyan, mood: crashing surf, salt spray crossed with crashing surf, salt spray, evokes: Your fleet fights as a single organism. One ship fires and every vessel nearby adds its weight to the volley. The ocean itself conspires in your bombardment., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/nature_healing_river_stealth.png","Nature's Veil, wide landscape scene depicting leafing branches and resting deer interacting with reeds, mist on still water, half-submerged eyes, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette leaf green balanced against violet shadow, mood: soft luminance, restorative crossed with hidden, glassy water, evokes: Your nature-speakers weave living camouflage around themselves and all who stand nearby. An entire army can vanish beneath the forest's breath., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/camel_adaptation_nature_healing.png","Oasis, wide landscape scene depicting leafing branches and resting deer interacting with sun-bleached camels and dune ridges, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette leaf green balanced against ochre gold, mood: soft luminance, restorative crossed with dry shimmer, baked sand, evokes: Your camel healers create living oases in the harshest terrain. Around them, the desert blooms and your warriors are restored to full vigor., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/nature_healing_slaving.png","Forced Labor, wide landscape scene depicting leafing branches and resting deer interacting with iron chains and tally markings, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette leaf green balanced against rust red, mood: soft luminance, restorative crossed with cruel order, branded marks, evokes: Your healers tend to their slaves — not out of mercy, but efficiency. A healthy slave produces more, fights longer, and is worth more alive than dead., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/heavy_hitter_nature_healing.png","Berserker Regen, wide landscape scene depicting leafing branches and resting deer interacting with mauls, anvils, broken stone, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette leaf green balanced against cold slate, mood: soft luminance, restorative crossed with crushing weight, evokes: Your heavy warriors wade into battle and emerge healthier than they entered. Each enemy felled floods them with renewed vitality — violence as medicine., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/nature_healing_nature_healing.png","Life Bloom, wide landscape scene depicting leafing branches and resting deer interacting with leafing branches and resting deer, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette leaf green balanced against leaf green, mood: soft luminance, restorative crossed with soft luminance, restorative, evokes: Your healers sing the earth itself back to life. In their presence, wounds close like they were never opened and allies move with supernatural energy., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/camel_adaptation_river_stealth.png","Mirage, wide landscape scene depicting reeds, mist on still water, half-submerged eyes interacting with sun-bleached camels and dune ridges, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette violet shadow balanced against ochre gold, mood: hidden, glassy water crossed with dry shimmer, baked sand, evokes: Your desert stalkers are one with the sands — permanently invisible in the wastes. Every step spawns a mirage, and the enemy chases shadows while you strike from the real., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/river_stealth_slaving.png","Ambush Captors, wide landscape scene depicting reeds, mist on still water, half-submerged eyes interacting with iron chains and tally markings, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette violet shadow balanced against rust red, mood: hidden, glassy water crossed with cruel order, branded marks, evokes: Your ambushers don't just kill — they take. A silent strike, a bound captive, and then they vanish into terrain as though they were never there., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/heavy_hitter_river_stealth.png","Assassin's Blow, wide landscape scene depicting reeds, mist on still water, half-submerged eyes interacting with mauls, anvils, broken stone, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette violet shadow balanced against cold slate, mood: hidden, glassy water crossed with crushing weight, evokes: Your assassins carry hammers instead of daggers. A single stealth strike from them doesn't just wound — it strips away every layer of protection, permanently., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/river_stealth_river_stealth.png","Shadow Network, wide landscape scene depicting reeds, mist on still water, half-submerged eyes interacting with reeds, mist on still water, half-submerged eyes, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette violet shadow balanced against violet shadow, mood: hidden, glassy water crossed with hidden, glassy water, evokes: Your shadow agents operate as a web — they swap positions at will, and catching one reveals nothing about the rest. The network has no center to cut., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/camel_adaptation_slaving.png","Desert Slave Train, wide landscape scene depicting sun-bleached camels and dune ridges interacting with iron chains and tally markings, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette ochre gold balanced against rust red, mood: dry shimmer, baked sand crossed with cruel order, branded marks, evokes: Your desert raiders carry captives like cargo, releasing them anywhere along their route. Every raid is a supply run — human cargo delivered to your cities., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/camel_adaptation_heavy_hitter.png","Sand Titan, wide landscape scene depicting sun-bleached camels and dune ridges interacting with mauls, anvils, broken stone, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette ochre gold balanced against cold slate, mood: dry shimmer, baked sand crossed with crushing weight, evokes: Your camel titans carry a perpetual sandstorm with them. Around them, nothing strikes true — enemies grope blindly while your forces move unhindered., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/camel_adaptation_camel_adaptation.png","Nomad Network, wide landscape scene depicting sun-bleached camels and dune ridges interacting with sun-bleached camels and dune ridges, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette ochre gold balanced against ochre gold, mood: dry shimmer, baked sand crossed with dry shimmer, baked sand, evokes: Your camel network shares sight across the desert — what one sees, all know. The relay march lets your entire force reposition with uncanny speed., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/slaving_slaving.png","Slave Army, wide landscape scene depicting iron chains and tally markings interacting with iron chains and tally markings, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette rust red balanced against rust red, mood: cruel order, branded marks crossed with cruel order, branded marks, evokes: Your slave hordes fight with desperate fury — strong but brittle. When one falls, the others surge forward in rage, and their numbers make them impossible to contain., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
